column,USEFUL,type
patient.drugs.drug.year_of_form_completion,N,
patient.er_detection_method_text,N,NONO
patient.er_level_cell_percentage_category,N,NONO
patient.ethnicity,Y,nominal
patient.first_nonlymph_node_metastasis_anatomic_sites.metastatic_site_at_diagnosis,N,
patient.first_nonlymph_node_metastasis_anatomic_sites.metastatic_site_at_diagnosis-2,N,
patient.first_nonlymph_node_metastasis_anatomic_sites.metastatic_site_at_diagnosis-3,N,
patient.first_nonlymph_node_metastasis_anatomic_sites.metastatic_site_at_diagnosis-4,N,
patient.first_nonlymph_node_metastasis_anatomic_sites.metastatic_site_at_diagnosis_other,N,
patient.fluorescence_in_situ_hybridization_diagnostic_procedure_chromosome_17_signal_result_range,N,
patient.follow_ups,N,NONO
patient.follow_ups.follow_up-2.additional_pharmaceutical_therapy,N,
patient.follow_ups.follow_up-2.additional_radiation_therapy,N,
patient.follow_ups.follow_up-2.additional_surgery_locoregional_procedure,N,
patient.follow_ups.follow_up-2.additional_surgery_metastatic_procedure,N,
patient.follow_ups.follow_up-2.bcr_followup_barcode,N,
patient.follow_ups.follow_up-2.bcr_followup_uuid,N,
patient.follow_ups.follow_up-2.breast_carcinoma_estrogen_receptor_status,N,
patient.follow_ups.follow_up-2.breast_carcinoma_immunohistochemistry_pos_cell_score,N,
patient.follow_ups.follow_up-2.breast_carcinoma_progesterone_receptor_status,N,
patient.follow_ups.follow_up-2.day_of_form_completion,N,
patient.follow_ups.follow_up-2.days_to_additional_surgery_locoregional_procedure,N,
patient.follow_ups.follow_up-2.days_to_additional_surgery_metastatic_procedure,N,
patient.follow_ups.follow_up-2.days_to_death,N,
patient.follow_ups.follow_up-2.days_to_last_followup,N,
patient.follow_ups.follow_up-2.days_to_last_known_alive,N,
patient.follow_ups.follow_up-2.days_to_new_tumor_event_after_initial_treatment,N,
patient.follow_ups.follow_up-2.er_detection_method_text,N,
patient.follow_ups.follow_up-2.er_level_cell_percentage_category,N,
patient.follow_ups.follow_up-2.fluorescence_in_situ_hybridization_diagnostic_procedure_chromosome_17_signal_result_range,N,
patient.follow_ups.follow_up-2.followup_case_report_form_submission_reason,N,
patient.follow_ups.follow_up-2.her2_and_centromere_17_positive_finding_other_measurement_scale_text,N,
patient.follow_ups.follow_up-2.her2_erbb_method_calculation_method_text,N,
patient.follow_ups.follow_up-2.her2_erbb_pos_finding_cell_percent_category,N,
patient.follow_ups.follow_up-2.her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text,N,
patient.follow_ups.follow_up-2.her2_immunohistochemistry_level_result,N,
patient.follow_ups.follow_up-2.her2_neu_and_centromere_17_copy_number_analysis_input_total_number_count,N,
patient.follow_ups.follow_up-2.her2_neu_and_centromere_17_copy_number_metastatic_breast_carcinoma_analysis_input_total_number_count,N,
patient.follow_ups.follow_up-2.her2_neu_breast_carcinoma_copy_analysis_input_total_number,N,
patient.follow_ups.follow_up-2.her2_neu_chromosone_17_signal_ratio_value,N,
patient.follow_ups.follow_up-2.her2_neu_metastatic_breast_carcinoma_copy_analysis_input_total_number,N,
patient.follow_ups.follow_up-2.immunohistochemistry_positive_cell_score,N,
patient.follow_ups.follow_up-2.lab_proc_her2_neu_immunohistochemistry_receptor_status,N,
patient.follow_ups.follow_up-2.lab_procedure_her2_neu_in_situ_hybrid_outcome_type,N,
patient.follow_ups.follow_up-2.lost_follow_up,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_erbb2_immunohistochemistry_level_result,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_estrogen_receptor_detection_method_text,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_estrogen_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_estrogen_receptor_status,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_fluorescence_in_situ_hybridization_diagnostic_proc_centromere_17_signal_result_range,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_her2_erbb_method_calculation_method_text,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_her2_erbb_pos_finding_cell_percent_category,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_her2_neu_chromosone_17_signal_ratio_value,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_immunohistochemistry_er_pos_cell_score,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_immunohistochemistry_er_positive_finding_scale_type,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_immunohistochemistry_pr_pos_cell_score,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_immunohistochemistry_progesterone_receptor_positive_finding_scale_type,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_lab_proc_her2_neu_immunohistochemistry_receptor_status,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_lab_proc_her2_neu_in_situ_hybridization_outcome_type,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_pos_finding_her2_erbb2_other_measure_scale_text,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_pos_finding_other_scale_measurement_text,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_pos_finding_progesterone_receptor_other_measure_scale_text,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_progesterone_receptor_detection_method_text,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_progesterone_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up-2.metastatic_breast_carcinoma_progesterone_receptor_status,N,
patient.follow_ups.follow_up-2.month_of_form_completion,N,
patient.follow_ups.follow_up-2.new_neoplasm_event_occurrence_anatomic_site,N,
patient.follow_ups.follow_up-2.new_neoplasm_event_type,N,
patient.follow_ups.follow_up-2.new_neoplasm_occurrence_anatomic_site_text,N,
patient.follow_ups.follow_up-2.new_tumor_event_after_initial_treatment,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.additional_pharmaceutical_therapy,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.additional_radiation_therapy,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.days_to_new_tumor_event_additional_surgery_procedure,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.days_to_new_tumor_event_after_initial_treatment,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.her2_neu_and_centromere_17_copy_number_metastatic_breast_carcinoma_analysis_input_total_number_count,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.her2_neu_metastatic_breast_carcinoma_copy_analysis_input_total_number,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_erbb2_immunohistochemistry_level_result,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_estrogen_receptor_detection_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_estrogen_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_estrogen_receptor_status,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_fluorescence_in_situ_hybridization_diagnostic_proc_centromere_17_signal_result_range,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_her2_erbb_method_calculation_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_her2_erbb_pos_finding_cell_percent_category,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_her2_neu_chromosone_17_signal_ratio_value,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_immunohistochemistry_er_pos_cell_score,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_immunohistochemistry_er_positive_finding_scale_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_immunohistochemistry_pr_pos_cell_score,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_immunohistochemistry_progesterone_receptor_positive_finding_scale_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_lab_proc_her2_neu_immunohistochemistry_receptor_status,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_lab_proc_her2_neu_in_situ_hybridization_outcome_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_pos_finding_her2_erbb2_other_measure_scale_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_pos_finding_other_scale_measurement_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_pos_finding_progesterone_receptor_other_measure_scale_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_progesterone_receptor_detection_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_progesterone_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.metastatic_breast_carcinoma_progesterone_receptor_status,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.new_neoplasm_event_occurrence_anatomic_site,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.new_neoplasm_event_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.new_neoplasm_occurrence_anatomic_site_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.new_tumor_event_additional_surgery_procedure,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-2.pos_finding_metastatic_breast_carcinoma_estrogen_receptor_other_measuremenet_scale_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.additional_pharmaceutical_therapy,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.additional_radiation_therapy,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.days_to_new_tumor_event_additional_surgery_procedure,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.days_to_new_tumor_event_after_initial_treatment,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.her2_neu_and_centromere_17_copy_number_metastatic_breast_carcinoma_analysis_input_total_number_count,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.her2_neu_metastatic_breast_carcinoma_copy_analysis_input_total_number,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_erbb2_immunohistochemistry_level_result,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_estrogen_receptor_detection_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_estrogen_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_estrogen_receptor_status,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_fluorescence_in_situ_hybridization_diagnostic_proc_centromere_17_signal_result_range,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_her2_erbb_method_calculation_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_her2_erbb_pos_finding_cell_percent_category,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_her2_neu_chromosone_17_signal_ratio_value,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_immunohistochemistry_er_pos_cell_score,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_immunohistochemistry_er_positive_finding_scale_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_immunohistochemistry_pr_pos_cell_score,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_immunohistochemistry_progesterone_receptor_positive_finding_scale_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_lab_proc_her2_neu_immunohistochemistry_receptor_status,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_lab_proc_her2_neu_in_situ_hybridization_outcome_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_pos_finding_her2_erbb2_other_measure_scale_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_pos_finding_other_scale_measurement_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_pos_finding_progesterone_receptor_other_measure_scale_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_progesterone_receptor_detection_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_progesterone_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.metastatic_breast_carcinoma_progesterone_receptor_status,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.new_neoplasm_event_occurrence_anatomic_site,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.new_neoplasm_event_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.new_neoplasm_occurrence_anatomic_site_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.new_tumor_event_additional_surgery_procedure,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event-3.pos_finding_metastatic_breast_carcinoma_estrogen_receptor_other_measuremenet_scale_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.additional_radiation_therapy,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.days_to_new_tumor_event_additional_surgery_procedure,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.days_to_new_tumor_event_after_initial_treatment,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.her2_neu_and_centromere_17_copy_number_metastatic_breast_carcinoma_analysis_input_total_number_count,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.her2_neu_metastatic_breast_carcinoma_copy_analysis_input_total_number,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_erbb2_immunohistochemistry_level_result,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_estrogen_receptor_detection_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_estrogen_receptor_level_cell_percent_category,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_estrogen_receptor_status,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_fluorescence_in_situ_hybridization_diagnostic_proc_centromere_17_signal_result_range,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_her2_erbb_method_calculation_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_her2_erbb_pos_finding_cell_percent_category,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_her2_neu_chromosone_17_signal_ratio_value,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_immunohistochemistry_er_pos_cell_score,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_immunohistochemistry_er_positive_finding_scale_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_immunohistochemistry_pr_pos_cell_score,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_immunohistochemistry_progesterone_receptor_positive_finding_scale_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_lab_proc_her2_neu_immunohistochemistry_receptor_status,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_lab_proc_her2_neu_in_situ_hybridization_outcome_type,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_pos_finding_her2_erbb2_other_measure_scale_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_pos_finding_other_scale_measurement_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_pos_finding_progesterone_receptor_other_measure_scale_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_progesterone_receptor_detection_method_text,N,
patient.follow_ups.follow_up-2.new_tumor_events.new_tumor_event.metastatic_breast_carcinoma_progesterone_receptor_level_cell_percent_category,N,
